MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00816,Denver City (Southwest) PUMA,"2,543,482","119,271","119,271",4.69,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00817,Jefferson County (Northeast)--Arvada City PUMA,"2,543,482","112,651","112,651",4.43,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA","2,543,482","116,177","116,177",4.57,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA,"2,543,482","138,358","138,358",5.44,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA","2,543,482","103,909","103,909",4.09,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA,"2,543,482","122,537","122,537",4.82,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00822,Douglas County (South)--Castle Rock Town PUMA,"2,543,482","102,075","102,075",4.01,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery PUMA,"2,543,482","110,107","110,107",4.33,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA,"2,543,482","101,546","72,326",2.84,71.22
19780,"Des Moines-West Des Moines, IA",19,Iowa,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA","569,633","152,823","82,672",14.51,54.10
19780,"Des Moines-West Des Moines, IA",19,Iowa,01500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities PUMA,"569,633","165,663","165,663",29.08,100.00
19780,"Des Moines-West Des Moines, IA",19,Iowa,01600,Polk County (East)--Ankeny & Altoona Cities PUMA,"569,633","117,133","117,133",20.56,100.00
19780,"Des Moines-West Des Moines, IA",19,Iowa,01700,Des Moines City PUMA,"569,633","193,211","193,211",33.92,100.00
19780,"Des Moines-West Des Moines, IA",19,Iowa,01800,South Central Iowa PUMA,"569,633","106,667","10,954",1.92,10.27
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,01701,Genesee (East) & Lapeer Counties PUMA,"4,296,250","187,325","88,319",2.06,47.15
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02800,Livingston County PUMA,"4,296,250","180,967","180,967",4.21,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02901,Oakland County (West) PUMA,"4,296,250","127,871","127,871",2.98,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02902,Oakland County (Northeast) PUMA,"4,296,250","129,788","129,788",3.02,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02903,Oakland County (East Central)--Troy & Rochester Area PUMA,"4,296,250","163,887","163,887",3.81,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02904,Oakland County (Central) PUMA,"4,296,250","153,492","153,492",3.57,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02905,Oakland County (Southwest) PUMA,"4,296,250","119,274","119,274",2.78,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA,"4,296,250","151,575","151,575",3.53,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02907,Oakland County (South Central)--Farmington & Southfield Area PUMA,"4,296,250","165,926","165,926",3.86,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,02908,Oakland County (Southeast) PUMA,"4,296,250","190,549","190,549",4.44,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03001,Macomb County (North) PUMA,"4,296,250","119,113","119,113",2.77,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03002,Macomb County (Central) PUMA,"4,296,250","158,141","158,141",3.68,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03003,Macomb County (Southwest)--Sterling Heights City PUMA,"4,296,250","129,699","129,699",3.02,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03004,Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA,"4,296,250","152,177","152,177",3.54,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA","4,296,250","139,535","139,535",3.25,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03006,Macomb County (Southwest)--Warren & Center Line Cities PUMA,"4,296,250","142,313","142,313",3.31,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03100,St. Clair County PUMA,"4,296,250","163,040","163,040",3.79,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03201,Wayne County (Northwest) PUMA,"4,296,250","190,877","190,877",4.44,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03202,Wayne County (North Central)--Livonia City & Redford Charter Township PUMA,"4,296,250","145,304","145,304",3.38,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03203,Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA,"4,296,250","155,927","155,927",3.63,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03204,"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA","4,296,250","154,748","154,748",3.60,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03205,Wayne County (Southwest) PUMA,"4,296,250","112,548","112,548",2.62,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03206,Wayne County (Southeast)--Downriver Area (South) PUMA,"4,296,250","133,082","133,082",3.10,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03207,Wayne County (Southeast)--Downriver Area (North) PUMA,"4,296,250","120,367","120,367",2.80,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03208,Detroit City (Northwest) PUMA,"4,296,250","160,120","160,120",3.73,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03209,Detroit City (North Central) PUMA,"4,296,250","132,104","132,104",3.07,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03210,Detroit City (Northeast) PUMA,"4,296,250","134,150","134,150",3.12,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03211,Detroit City (South Central & Southeast) PUMA,"4,296,250","128,838","128,838",3.00,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03212,Detroit City (Southwest) PUMA,"4,296,250","133,146","133,146",3.10,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,03213,Wayne County (Northeast)--I-94 Corridor PUMA,"4,296,250","119,373","119,373",2.78,100.00
20020,"Dothan, AL",01,Alabama,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA","145,639","195,890","145,639",100.00,74.35
20100,"Dover, DE",10,Delaware,00200,Kent County--Dover City PUMA,"162,310","162,310","162,310",100.00,100.00
20220,"Dubuque, IA",19,Iowa,00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA","93,653","152,223","93,653",100.00,61.52
20260,"Duluth, MN-WI",27,Minnesota,00300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City PUMA","279,771","122,104","32,277",11.54,26.43
20260,"Duluth, MN-WI",27,Minnesota,00400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA","279,771","131,501","102,148",36.51,77.68
20260,"Duluth, MN-WI",27,Minnesota,00500,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities PUMA","279,771","101,187","101,187",36.17,100.00
20260,"Duluth, MN-WI",55,Wisconsin,00100,Northwest Wisconsin PUMA,"279,771","178,774","44,159",15.78,24.70
20500,"Durham-Chapel Hill, NC",37,North Carolina,00400,"Granville, Person & Caswell Counties PUMA","504,357","123,099","39,464",7.82,32.06
20500,"Durham-Chapel Hill, NC",37,North Carolina,01301,Durham County (South)--Durham City (South) PUMA,"504,357","141,130","141,130",27.98,100.00
20500,"Durham-Chapel Hill, NC",37,North Carolina,01302,Durham County (North)--Durham City (North) PUMA,"504,357","126,457","126,457",25.07,100.00
20500,"Durham-Chapel Hill, NC",37,North Carolina,01400,Orange County--Chapel Hill Town PUMA,"504,357","133,801","133,801",26.53,100.00
20500,"Durham-Chapel Hill, NC",37,North Carolina,01500,Chatham & Lee Counties PUMA,"504,357","121,371","63,505",12.59,52.32
20700,"East Stroudsburg, PA",42,Pennsylvania,00600,Monroe County PUMA,"169,842","169,842","169,842",100.00,100.00
20740,"Eau Claire, WI",55,Wisconsin,55101,"Barron, Polk, Clark & Chippewa (North) Counties PUMA","161,151","133,662","8,897",5.52,6.66
20740,"Eau Claire, WI",55,Wisconsin,55103,Eau Claire & Chippewa (South) Counties PUMA,"161,151","152,254","152,254",94.48,100.00
20940,"El Centro, CA",06,California,02500,Imperial County--El Centro City PUMA,"174,528","174,528","174,528",100.00,100.00
21060,"Elizabethtown-Fort Knox, KY",21,Kentucky,01200,Lincoln Trail Area Development District (East) PUMA,"148,338","106,913","31,939",21.53,29.87
21060,"Elizabethtown-Fort Knox, KY",21,Kentucky,01300,Lincoln Trail Area Development District (West) PUMA,"148,338","162,204","116,399",78.47,71.76
21140,"Elkhart-Goshen, IN",18,Indiana,00500,Elkhart County--Elkhart & Goshen Cities PUMA,"197,559","197,559","197,559",100.00,100.00
21300,"Elmira, NY",36,New York,02401,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,"88,830","104,870","79,380",89.36,75.69
21300,"Elmira, NY",36,New York,02402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA","88,830","101,293","9,450",10.64,9.33
21340,"El Paso, TX",48,Texas,03200,Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA,"804,123","110,077","3,476",0.43,3.16
21340,"El Paso, TX",48,Texas,03301,El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA,"804,123","138,813","138,813",17.26,100.00
21340,"El Paso, TX",48,Texas,03302,El Paso City (East) PUMA,"804,123","158,701","158,701",19.74,100.00
21340,"El Paso, TX",48,Texas,03303,El Paso City (Southeast) PUMA,"804,123","130,806","130,806",16.27,100.00
21340,"El Paso, TX",48,Texas,03304,El Paso City (Central) PUMA,"804,123","109,954","109,954",13.67,100.00
21340,"El Paso, TX",48,Texas,03305,El Paso City (North) PUMA,"804,123","128,877","128,877",16.03,100.00
21340,"El Paso, TX",48,Texas,03306,El Paso City (Northwest) PUMA,"804,123","133,496","133,496",16.60,100.00
21500,"Erie, PA",42,Pennsylvania,00101,"Erie City, Lawrence Park Township & Wesleyville Borough PUMA","280,566","109,109","109,109",38.89,100.00
21500,"Erie, PA",42,Pennsylvania,00102,Erie County (Outer) PUMA,"280,566","171,457","171,457",61.11,100.00
21660,"Eugene, OR",41,Oregon,00703,Lane County (West Central)--Eugene City (West & South) PUMA,"351,715","142,064","142,064",40.39,100.00
21660,"Eugene, OR",41,Oregon,00704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA,"351,715","104,280","104,280",29.65,100.00
21660,"Eugene, OR",41,Oregon,00705,Lane County (Outside Eugene & Springfield Cities) PUMA,"351,715","105,371","105,371",29.96,100.00
21780,"Evansville, IN-KY",18,Indiana,03200,"Warrick, Gibson & Posey Counties PUMA","311,552","119,102","85,599",27.48,71.87
21780,"Evansville, IN-KY",18,Indiana,03300,Vanderburgh County--Evansville City PUMA,"311,552","179,703","179,703",57.68,100.00
21780,"Evansville, IN-KY",21,Kentucky,01400,Green River Area Development District (Southwest) PUMA,"311,552","108,251","46,250",14.85,42.72
21820,"Fairbanks, AK",02,Alaska,00300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA","97,581","164,300","97,581",100.00,59.39
22020,"Fargo, ND-MN",27,Minnesota,00100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA","208,777","145,090","58,999",28.26,40.66
22020,"Fargo, ND-MN",38,North Dakota,00500,Cass County--Fargo City PUMA,"208,777","149,778","149,778",71.74,100.00
22140,"Farmington, NM",35,New Mexico,00100,Northwest New Mexico--Navajo Nation PUMA,"130,044","127,808","29,103",22.38,22.77
22140,"Farmington, NM",35,New Mexico,00200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA","130,044","100,941","100,941",77.62,100.00
22180,"Fayetteville, NC",37,North Carolina,05001,Cumberland County (Central)--Fayetteville City (Central & East) PUMA,"366,383","108,760","108,760",29.68,100.00
22180,"Fayetteville, NC",37,North Carolina,05002,Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA,"366,383","104,885","104,885",28.63,100.00
22180,"Fayetteville, NC",37,North Carolina,05003,Cumberland County (West)--Fayetteville City (West) PUMA,"366,383","105,786","105,786",28.87,100.00
22180,"Fayetteville, NC",37,North Carolina,05200,"Hoke, Richmond & Scotland Counties PUMA","366,383","129,748","46,952",12.82,36.19
22220,"Fayetteville-Springdale-Rogers, AR-MO",05,Arkansas,00100,Benton County PUMA,"463,204","221,339","221,339",47.78,100.00
22220,"Fayetteville-Springdale-Rogers, AR-MO",05,Arkansas,00200,Washington County PUMA,"463,204","203,065","203,065",43.84,100.00
22220,"Fayetteville-Springdale-Rogers, AR-MO",05,Arkansas,00300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA","463,204","154,757","15,717",3.39,10.16
22220,"Fayetteville-Springdale-Rogers, AR-MO",29,Missouri,02700,"Taney, Barry, Stone & McDonald Counties PUMA","463,204","142,557","23,083",4.98,16.19
22380,"Flagstaff, AZ",04,Arizona,00400,Coconino County--Flagstaff City PUMA,"134,421","134,421","134,421",100.00,100.00
22420,"Flint, MI",26,Michigan,01701,Genesee (East) & Lapeer Counties PUMA,"425,790","187,325","99,006",23.25,52.85
22420,"Flint, MI",26,Michigan,01702,"Genesee County (Central, Outside Flint City) PUMA","425,790","108,086","108,086",25.38,100.00
22420,"Flint, MI",26,Michigan,01703,Genesee County (Central)--Flint City Area PUMA,"425,790","102,438","102,438",24.06,100.00
22420,"Flint, MI",26,Michigan,01704,Genesee (West) & Shiawassee Counties PUMA,"425,790","186,908","116,260",27.30,62.20
22500,"Florence, SC",45,South Carolina,00900,Florence & Darlington Counties--Florence City PUMA,"205,566","205,566","205,566",100.00,100.00
22520,"Florence-Muscle Shoals, AL",01,Alabama,00100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA","147,137","186,695","147,137",100.00,78.81
22540,"Fond du Lac, WI",55,Wisconsin,01401,Fond du Lac & Calumet Counties PUMA,"101,633","150,604","101,633",100.00,67.48
22660,"Fort Collins, CO",08,Colorado,00102,Larimer County (South)--Loveland City PUMA,"299,630","115,164","115,164",38.44,100.00
22660,"Fort Collins, CO",08,Colorado,00103,Larimer County (North)--Fort Collins City PUMA,"299,630","184,466","184,466",61.56,100.00
22900,"Fort Smith, AR-OK",05,Arkansas,01400,Sebastian & Crawford Counties PUMA,"280,467","187,692","187,692",66.92,100.00
22900,"Fort Smith, AR-OK",40,Oklahoma,00200,"Cherokee, Sequoyah & Adair Counties PUMA","280,467","112,061","42,391",15.11,37.83
22900,"Fort Smith, AR-OK",40,Oklahoma,00300,Southeast Oklahoma PUMA,"280,467","180,072","50,384",17.96,27.98
23060,"Fort Wayne, IN",18,Indiana,00900,"Huntington, Whitley, Adams & Wells Counties PUMA","416,257","132,439","60,928",14.64,46.00
23060,"Fort Wayne, IN",18,Indiana,01001,Allen County (Central)--Fort Wayne City (South) PUMA,"416,257","128,696","128,696",30.92,100.00
23060,"Fort Wayne, IN",18,Indiana,01002,Allen County (Central)--Fort Wayne City (North) PUMA,"416,257","120,552","120,552",28.96,100.00
23060,"Fort Wayne, IN",18,Indiana,01003,Allen County (Outside Fort Wayne City) PUMA,"416,257","106,081","106,081",25.48,100.00
23420,"Fresno, CA",06,California,01901,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA","930,450","144,724","144,724",15.55,100.00
23420,"Fresno, CA",06,California,01902,Fresno County (North Central)--Fresno City (North) PUMA,"930,450","173,649","173,649",18.66,100.00
23420,"Fresno, CA",06,California,01903,Fresno County (Central)--Fresno City (East Central) PUMA,"930,450","101,880","101,880",10.95,100.00
23420,"Fresno, CA",06,California,01904,Fresno County (Central)--Fresno City (Southwest) PUMA,"930,450","170,140","170,140",18.29,100.00
23420,"Fresno, CA",06,California,01905,Fresno County (Central)--Fresno City (Southeast) PUMA,"930,450","108,177","108,177",11.63,100.00
23420,"Fresno, CA",06,California,01906,Fresno County (Central)--Clovis City PUMA,"930,450","102,642","102,642",11.03,100.00
23420,"Fresno, CA",06,California,01907,"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA","930,450","129,238","129,238",13.89,100.00
23460,"Gadsden, AL",01,Alabama,00900,Etowah County PUMA,"104,430","104,430","104,430",100.00,100.00
23540,"Gainesville, FL",12,Florida,00101,Alachua County (Central)--Gainesville City (Central) PUMA,"264,275","142,345","142,345",53.86,100.00
23540,"Gainesville, FL",12,Florida,00102,Alachua County (Outer) PUMA,"264,275","104,991","104,991",39.73,100.00
23540,"Gainesville, FL",12,Florida,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA","264,275","185,748","16,939",6.41,9.12
23580,"Gainesville, GA",13,Georgia,03400,Georgia Mountains Regional Commission (South Central)--Hall County PUMA,"179,684","179,684","179,684",100.00,100.00
23900,"Gettysburg, PA",42,Pennsylvania,03701,Adams & Franklin (Southeast) Counties PUMA,"101,407","125,984","101,407",100.00,80.49
24020,"Glens Falls, NY",36,New York,00300,Warren & Washington Counties PUMA,"128,923","128,923","128,923",100.00,100.00
24140,"Goldsboro, NC",37,North Carolina,04000,Wayne County PUMA,"122,623","122,623","122,623",100.00,100.00
24220,"Grand Forks, ND-MN",27,Minnesota,00100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA","98,461","145,090","31,600",32.09,21.78
24220,"Grand Forks, ND-MN",38,North Dakota,00400,Northeast North Dakota--Grand Forks City PUMA,"98,461","104,148","66,861",67.91,64.20
24260,"Grand Island, NE",31,Nebraska,00300,Central Nebraska PUMA,"81,850","106,716","81,850",100.00,76.70
24300,"Grand Junction, CO",08,Colorado,01001,Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA,"146,723","128,898","128,898",87.85,100.00
24300,"Grand Junction, CO",08,Colorado,01002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA","146,723","101,848","17,825",12.15,17.50
24340,"Grand Rapids-Wyoming, MI",26,Michigan,00801,Ottawa County (West) PUMA,"988,938","140,248","140,248",14.18,100.00
24340,"Grand Rapids-Wyoming, MI",26,Michigan,00802,Ottawa County (East) PUMA,"988,938","123,553","123,553",12.49,100.00
24340,"Grand Rapids-Wyoming, MI",26,Michigan,01001,Kent County (Southwest) PUMA,"988,938","139,528","139,528",14.11,100.00
24340,"Grand Rapids-Wyoming, MI",26,Michigan,01002,Kent County (Central)--Grand Rapids City Area PUMA,"988,938","188,822","188,822",19.09,100.00
24340,"Grand Rapids-Wyoming, MI",26,Michigan,01003,Kent County (Southeast) PUMA,"988,938","157,738","157,738",15.95,100.00
24340,"Grand Rapids-Wyoming, MI",26,Michigan,01004,Kent County (North) PUMA,"988,938","116,534","116,534",11.78,100.00
